comparison,metric,sample_count,mean_paired_diff,sem,median_paired_diff,ci95_low,ci95_high,pct_improved,pct_unchanged,pct_worsened
adaptiveB4_vs_k2,final_groundedness,8,-4.3750,0.3750,-5.0000,-4.8750,-3.6250,0.00,0.00,100.00
adaptiveB4_vs_k2,final_intent_satisfaction,8,-2.7500,0.4119,-2.0000,-3.6250,-2.1250,0.00,0.00,100.00
adaptiveB4_vs_k2,final_missing_constraint_awareness,8,-3.5000,0.4629,-3.5000,-4.2500,-2.6250,0.00,0.00,100.00
adaptiveB4_vs_k2,final_non_genericness,8,-3.2500,0.3660,-3.0000,-4.0000,-2.6250,0.00,0.00,100.00
adaptiveB4_vs_k2,final_overpersonalization,8,-1.2500,0.2500,-1.0000,-1.7500,-1.0000,0.00,0.00,100.00
adaptiveB4_vs_k2,final_personalization_target_use,8,-2.1250,0.5154,-1.5000,-3.1250,-1.3750,0.00,0.00,100.00
adaptiveB4_vs_k2,final_safety,8,-3.5000,0.5000,-3.5000,-4.5000,-2.6250,0.00,0.00,100.00
adaptiveB4_vs_k2,final_specificity,8,-3.5000,0.3273,-3.5000,-4.1250,-3.0000,0.00,0.00,100.00
adaptiveB4_vs_k2,final_uncertainty_calibration,8,-3.8750,0.3504,-4.0000,-4.5000,-3.1250,0.00,0.00,100.00
adaptiveB4_vs_k2,final_unsupported_claim_risk,8,-1.6250,0.3750,-1.0000,-2.3750,-1.1250,0.00,0.00,100.00
adaptiveB4_vs_k2,planner_calls,8,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,0.00,0.00,100.00
adaptiveB4_vs_k2,realized_k,8,1.3750,0.3239,2.0000,0.7500,1.8750,75.00,25.00,0.00
adaptiveB4_vs_k2,retrieval_constraint_coverage,8,-2.3750,0.4199,-2.0000,-3.1250,-1.6250,0.00,0.00,100.00
adaptiveB4_vs_k2,retrieval_disconfirming_coverage,8,-5.0000,0.0000,-5.0000,-5.0000,-5.0000,0.00,0.00,100.00
adaptiveB4_vs_k2,retrieval_distractor_robustness,8,-5.0000,0.0000,-5.0000,-5.0000,-5.0000,0.00,0.00,100.00
adaptiveB4_vs_k2,retrieval_evidence_relevance,8,-3.3750,0.4978,-3.5000,-4.2500,-2.5000,0.00,0.00,100.00
adaptiveB4_vs_k2,retrieval_result_persona_fit,8,-2.6250,0.4605,-2.0000,-3.5000,-1.8750,0.00,0.00,100.00
adaptiveB4_vs_k2,retrieval_source_quality,8,-3.5000,0.5345,-3.5000,-4.3750,-2.5000,0.00,0.00,100.00
adaptiveB4_vs_k2,retrieval_unsafe_or_overpersonalized_retrieval_risk,8,-4.6250,0.2631,-5.0000,-5.0000,-4.1250,0.00,0.00,100.00
adaptiveB4_vs_k2,search_latency,8,-8.2788,0.4624,-8.4515,-9.1353,-7.4262,0.00,0.00,100.00
adaptiveB4_vs_k2,synthesis_calls,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,100.00,0.00
adaptiveB4_vs_k2,synthesis_latency,8,6.1208,0.7386,5.5987,4.8327,7.5009,100.00,0.00,0.00
adaptiveB4_vs_k2,tavily_calls,8,1.3750,0.3239,2.0000,0.7500,1.8750,75.00,25.00,0.00
adaptiveB4_vs_k2,total_latency,8,-1.0448,6.0593,-5.1211,-10.8748,10.1897,37.50,0.00,62.50
adaptiveB4_vs_k2,total_llm_calls,8,0.2500,0.1637,0.0000,0.0000,0.6250,25.00,75.00,0.00
adaptiveB4_vs_k2,total_retrieved_context_size,8,5536.7500,1545.4007,5439.0000,2900.5438,8260.4156,75.00,25.00,0.00
adaptiveB4_vs_k2,total_synthesis_context_size,8,5503.1250,1522.2016,5439.0000,2899.7031,8166.7187,75.00,25.00,0.00
adaptiveB4_vs_k2,unique_domains,8,5.2500,1.3059,5.5000,2.8750,7.5000,75.00,25.00,0.00
adaptiveB4_vs_k2,unique_urls,8,6.7500,1.5896,9.5000,3.7500,9.3750,75.00,25.00,0.00
adaptiveB8_vs_k2,assessor_calls,8,2.2500,0.3134,2.5000,1.6250,2.7500,100.00,0.00,0.00
adaptiveB8_vs_k2,assessor_latency,8,37.1697,6.7078,37.8168,24.4804,49.7272,100.00,0.00,0.00
adaptiveB8_vs_k2,duplicate_url_rate,8,0.0065,0.0127,0.0000,-0.0199,0.0270,37.50,50.00,12.50
adaptiveB8_vs_k2,fanout_faithfulness_to_user_query,8,-4.6250,0.2631,-5.0000,-5.0000,-4.1250,0.00,0.00,100.00
adaptiveB8_vs_k2,fanout_overpersonalization_risk,8,-1.6250,0.4199,-1.0000,-2.5000,-1.0000,0.00,0.00,100.00
adaptiveB8_vs_k2,fanout_persona_field_use,8,-2.5000,0.3273,-2.5000,-3.1250,-1.8750,0.00,0.00,100.00
adaptiveB8_vs_k2,fanout_query_diversity,8,-2.6250,0.2631,-2.5000,-3.1250,-2.1250,0.00,0.00,100.00
adaptiveB8_vs_k2,fanout_query_specificity,8,-3.6250,0.3239,-4.0000,-4.2500,-3.0000,0.00,0.00,100.00
adaptiveB8_vs_k2,fanout_search_realism,8,-4.7500,0.1637,-5.0000,-5.0000,-4.3750,0.00,0.00,100.00
adaptiveB8_vs_k2,final_actionability_without_overclaiming,8,-3.7500,0.3660,-4.0000,-4.3750,-3.1219,0.00,0.00,100.00
adaptiveB8_vs_k2,final_citation_support,8,-4.7500,0.2500,-5.0000,-5.0000,-4.2500,0.00,0.00,100.00
adaptiveB8_vs_k2,final_contradiction_with_evidence,8,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,0.00,0.00,100.00
adaptiveB8_vs_k2,final_domain_safety,8,-3.5000,0.5000,-3.5000,-4.5000,-2.6250,0.00,0.00,100.00
adaptiveB8_vs_k2,final_evidence_usage_quality,8,-4.3750,0.3750,-5.0000,-4.8750,-3.6250,0.00,0.00,100.00
adaptiveB8_vs_k2,final_groundedness,8,-4.3750,0.3750,-5.0000,-4.8750,-3.6250,0.00,0.00,100.00
adaptiveB8_vs_k2,final_intent_satisfaction,8,-2.7500,0.4119,-2.0000,-3.6250,-2.1250,0.00,0.00,100.00
adaptiveB8_vs_k2,final_missing_constraint_awareness,8,-3.5000,0.4629,-3.5000,-4.2500,-2.6250,0.00,0.00,100.00
adaptiveB8_vs_k2,final_non_genericness,8,-3.2500,0.3660,-3.0000,-4.0000,-2.6250,0.00,0.00,100.00
adaptiveB8_vs_k2,final_overpersonalization,8,-1.2500,0.2500,-1.0000,-1.7500,-1.0000,0.00,0.00,100.00
adaptiveB8_vs_k2,final_personalization_target_use,8,-2.1250,0.5154,-1.5000,-3.1250,-1.3750,0.00,0.00,100.00
adaptiveB8_vs_k2,final_safety,8,-3.5000,0.5000,-3.5000,-4.5000,-2.6250,0.00,0.00,100.00
adaptiveB8_vs_k2,final_specificity,8,-3.5000,0.3273,-3.5000,-4.1250,-3.0000,0.00,0.00,100.00
adaptiveB8_vs_k2,final_uncertainty_calibration,8,-3.8750,0.3504,-4.0000,-4.5000,-3.1250,0.00,0.00,100.00
adaptiveB8_vs_k2,final_unsupported_claim_risk,8,-1.6250,0.3750,-1.0000,-2.3750,-1.1250,0.00,0.00,100.00
adaptiveB8_vs_k2,planner_calls,8,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,0.00,0.00,100.00
adaptiveB8_vs_k2,realized_k,8,2.2500,0.6478,2.5000,1.1250,3.3750,75.00,25.00,0.00
adaptiveB8_vs_k2,retrieval_constraint_coverage,8,-2.3750,0.4199,-2.0000,-3.1250,-1.6250,0.00,0.00,100.00
adaptiveB8_vs_k2,retrieval_disconfirming_coverage,8,-5.0000,0.0000,-5.0000,-5.0000,-5.0000,0.00,0.00,100.00
adaptiveB8_vs_k2,retrieval_distractor_robustness,8,-5.0000,0.0000,-5.0000,-5.0000,-5.0000,0.00,0.00,100.00
adaptiveB8_vs_k2,retrieval_evidence_relevance,8,-3.3750,0.4978,-3.5000,-4.2500,-2.5000,0.00,0.00,100.00
adaptiveB8_vs_k2,retrieval_result_persona_fit,8,-2.6250,0.4605,-2.0000,-3.5000,-1.8750,0.00,0.00,100.00
adaptiveB8_vs_k2,retrieval_source_quality,8,-3.5000,0.5345,-3.5000,-4.3750,-2.5000,0.00,0.00,100.00
adaptiveB8_vs_k2,retrieval_unsafe_or_overpersonalized_retrieval_risk,8,-4.6250,0.2631,-5.0000,-5.0000,-4.1250,0.00,0.00,100.00
adaptiveB8_vs_k2,search_latency,8,-5.9343,0.7267,-6.4682,-7.3038,-4.5098,0.00,0.00,100.00
adaptiveB8_vs_k2,synthesis_calls,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,100.00,0.00
adaptiveB8_vs_k2,synthesis_latency,8,7.7842,1.3789,6.4465,5.5148,10.4807,100.00,0.00,0.00
adaptiveB8_vs_k2,tavily_calls,8,2.2500,0.6478,2.5000,1.1250,3.3750,75.00,25.00,0.00
adaptiveB8_vs_k2,total_latency,8,24.1165,7.6169,27.1547,8.4659,37.1673,87.50,0.00,12.50
adaptiveB8_vs_k2,total_llm_calls,8,1.2500,0.3134,1.5000,0.6250,1.7500,75.00,25.00,0.00
adaptiveB8_vs_k2,total_retrieved_context_size,8,9847.8750,3351.3843,8816.0000,4333.6531,16543.3750,75.00,25.00,0.00
adaptiveB8_vs_k2,total_synthesis_context_size,8,9536.3750,3342.2039,7708.0000,4013.3344,16270.7500,75.00,25.00,0.00
adaptiveB8_vs_k2,unique_domains,8,8.0000,2.0788,9.5000,4.2469,11.5000,75.00,25.00,0.00
adaptiveB8_vs_k2,unique_urls,8,10.8750,3.1534,11.5000,5.5000,16.5000,75.00,25.00,0.00
adaptiveB8_vs_k8,assessor_calls,8,2.2500,0.3134,2.5000,1.6250,2.7500,100.00,0.00,0.00
adaptiveB8_vs_k8,assessor_latency,8,37.1697,6.7078,37.8168,24.4804,49.7272,100.00,0.00,0.00
adaptiveB8_vs_k8,duplicate_url_rate,8,-0.0435,0.0312,-0.0125,-0.1008,0.0138,37.50,12.50,50.00
adaptiveB8_vs_k8,fanout_faithfulness_to_user_query,8,-5.0000,0.0000,-5.0000,-5.0000,-5.0000,0.00,0.00,100.00
adaptiveB8_vs_k8,fanout_overpersonalization_risk,8,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,0.00,0.00,100.00
adaptiveB8_vs_k8,fanout_persona_field_use,8,-4.6250,0.2631,-5.0000,-5.0000,-4.1250,0.00,0.00,100.00
adaptiveB8_vs_k8,fanout_query_diversity,8,-5.0000,0.0000,-5.0000,-5.0000,-5.0000,0.00,0.00,100.00
adaptiveB8_vs_k8,fanout_query_specificity,8,-5.0000,0.0000,-5.0000,-5.0000,-5.0000,0.00,0.00,100.00
adaptiveB8_vs_k8,fanout_search_realism,8,-5.0000,0.0000,-5.0000,-5.0000,-5.0000,0.00,0.00,100.00
adaptiveB8_vs_k8,final_actionability_without_overclaiming,8,-3.7500,0.2500,-4.0000,-4.2500,-3.3750,0.00,0.00,100.00
adaptiveB8_vs_k8,final_citation_support,8,-5.0000,0.0000,-5.0000,-5.0000,-5.0000,0.00,0.00,100.00
adaptiveB8_vs_k8,final_contradiction_with_evidence,8,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,0.00,0.00,100.00
adaptiveB8_vs_k8,final_domain_safety,8,-3.2500,0.5261,-2.5000,-4.2500,-2.3750,0.00,0.00,100.00
adaptiveB8_vs_k8,final_evidence_usage_quality,8,-5.0000,0.0000,-5.0000,-5.0000,-5.0000,0.00,0.00,100.00
adaptiveB8_vs_k8,final_groundedness,8,-5.0000,0.0000,-5.0000,-5.0000,-5.0000,0.00,0.00,100.00
adaptiveB8_vs_k8,final_intent_satisfaction,8,-2.8750,0.3504,-3.0000,-3.6250,-2.3750,0.00,0.00,100.00
adaptiveB8_vs_k8,final_missing_constraint_awareness,8,-3.2500,0.3134,-3.0000,-3.8750,-2.7500,0.00,0.00,100.00
adaptiveB8_vs_k8,final_non_genericness,8,-3.6250,0.3239,-4.0000,-4.2500,-3.0000,0.00,0.00,100.00
adaptiveB8_vs_k8,final_overpersonalization,8,-1.3750,0.2631,-1.0000,-1.8750,-1.0000,0.00,0.00,100.00
adaptiveB8_vs_k8,final_personalization_target_use,8,-2.7500,0.6196,-2.5000,-3.8750,-1.7500,0.00,0.00,100.00
adaptiveB8_vs_k8,final_safety,8,-3.5000,0.5000,-3.5000,-4.3750,-2.5000,0.00,0.00,100.00
adaptiveB8_vs_k8,final_specificity,8,-3.8750,0.2266,-4.0000,-4.2500,-3.5000,0.00,0.00,100.00
adaptiveB8_vs_k8,final_uncertainty_calibration,8,-3.8750,0.3504,-3.5000,-4.5000,-3.2500,0.00,0.00,100.00
adaptiveB8_vs_k8,final_unsupported_claim_risk,8,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,0.00,0.00,100.00
adaptiveB8_vs_k8,planner_calls,8,-1.0000,0.0000,-1.0000,-1.0000,-1.0000,0.00,0.00,100.00
adaptiveB8_vs_k8,realized_k,8,-3.7500,0.6478,-3.5000,-4.8750,-2.6250,0.00,0.00,100.00
adaptiveB8_vs_k8,retrieval_constraint_coverage,8,-3.9375,0.5039,-4.5000,-4.7500,-2.9375,0.00,0.00,100.00
adaptiveB8_vs_k8,retrieval_disconfirming_coverage,8,-3.5000,0.6547,-4.5000,-4.5000,-2.3750,0.00,0.00,100.00
adaptiveB8_vs_k8,retrieval_distractor_robustness,8,-5.0000,0.0000,-5.0000,-5.0000,-5.0000,0.00,0.00,100.00
adaptiveB8_vs_k8,retrieval_evidence_relevance,8,-4.0625,0.4057,-4.0000,-4.6250,-3.1875,0.00,0.00,100.00
adaptiveB8_vs_k8,retrieval_result_persona_fit,8,-4.2500,0.4119,-5.0000,-4.8750,-3.3750,0.00,0.00,100.00
adaptiveB8_vs_k8,retrieval_source_quality,8,-4.1875,0.4219,-4.5000,-4.7500,-3.3125,0.00,0.00,100.00
adaptiveB8_vs_k8,retrieval_unsafe_or_overpersonalized_retrieval_risk,8,-5.0000,0.0000,-5.0000,-5.0000,-5.0000,0.00,0.00,100.00
adaptiveB8_vs_k8,search_latency,8,-5.9343,0.7267,-6.4682,-7.3038,-4.5098,0.00,0.00,100.00
adaptiveB8_vs_k8,synthesis_calls,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,100.00,0.00
adaptiveB8_vs_k8,synthesis_latency,8,3.6309,1.2836,3.4385,1.1517,5.8490,87.50,0.00,12.50
adaptiveB8_vs_k8,tavily_calls,8,-3.7500,0.6478,-3.5000,-4.8750,-2.6250,0.00,0.00,100.00
adaptiveB8_vs_k8,total_latency,8,19.9633,7.6512,22.1299,4.3356,33.3001,87.50,0.00,12.50
adaptiveB8_vs_k8,total_llm_calls,8,1.2500,0.3134,1.5000,0.6250,1.7500,75.00,25.00,0.00
adaptiveB8_vs_k8,total_retrieved_context_size,8,-12523.0000,2831.9057,-13159.5000,-17327.6375,-7166.8406,12.50,0.00,87.50
adaptiveB8_vs_k8,total_synthesis_context_size,8,-10317.7500,3236.3988,-13216.5000,-15457.2094,-4164.8469,12.50,0.00,87.50
adaptiveB8_vs_k8,unique_domains,8,-12.5000,2.5635,-14.0000,-17.2500,-7.7500,0.00,0.00,100.00
adaptiveB8_vs_k8,unique_urls,8,-16.0000,3.2623,-17.5000,-21.7531,-9.8750,0.00,0.00,100.00
